timestamp,slug,market_start_ts,market_end_ts,now_ts,time_remaining,up_bid,up_ask,down_bid,down_ask,up_px,down_px,sum_px,max_sum_price,decision,blocked_maker,order_age,up_filled,down_filled,has_traded,intended_price_up,rounded_price_up,intended_price_down,rounded_price_down,cancel_reason,unwind_method,unwind_price,unwind_result,optimal_size,actual_size,near_resolution_blocked,force_flatten,entry_cutoff_sec,force_flatten_sec,size_chosen,size_max_usd,size_max_final,usd_per_market_cap,test_mode,used_test_preset,test_preset_candidate,min_leg_price,max_leg_price,min_profit_per_share,profit_both,price_bounds_ok,profit_ok,skip_reason,blocked_price_bounds,blocked_low_profit,taker_path_attempted,up_ask_at_send,down_ask_at_send,up_bid_at_send,down_bid_at_send,filled_up_shares,filled_down_shares,target_size_shares,size_locked_blocked,overbuy_attempted,filled_first_price,remaining_up,remaining_down,entry_id,reprice_attempt_count,reprice_reason,time_in_one_leg_state,last_reprice_ts
1765926901.4911017,btc-updown-15m-1765926900,1765926900.0,1765927800.0,1765926901.4911017,898.5088982582092,0.54,0.55,0.45,0.46,0.54,0.45,0.99,0.98,IDLE,False,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0.0,,0,0,False,False,240,240,0,0,0,100.0,0.0,,False,False,0,0.05,0.95,0.02,0.0,True,True,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0,0,,0,,0.0,0.0
1765926905.324756,btc-updown-15m-1765926900,1765926900.0,1765927800.0,1765926905.324756,894.6752440929413,0.54,0.55,0.44,0.46,0.54,0.45,0.99,0.98,IDLE,False,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0.0,,0,0,False,False,240,240,0,0,0,100.0,0.0,,False,False,0,0.05,0.95,0.02,0.0,True,True,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0,0,,0,,0.0,0.0
1765926909.1409633,btc-updown-15m-1765926900,1765926900.0,1765927800.0,1765926909.1409633,890.8590366840363,0.56,0.57,0.43,0.45,0.56,0.44,1.0,0.98,IDLE,False,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0.0,,0,0,False,False,240,240,0,0,0,100.0,0.0,,False,False,0,0.05,0.95,0.02,0.0,True,True,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0,0,,0,,0.0,0.0
1765926912.926966,btc-updown-15m-1765926900,1765926900.0,1765927800.0,1765926912.926966,887.0730340480804,0.57,0.58,0.41,0.42,0.57,0.41,0.98,0.98,IDLE,False,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0.0,,0,0,False,False,240,240,0,0,0,100.0,0.0,,False,False,0,0.05,0.95,0.02,0.0,True,True,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0,0,,0,,0.0,0.0
1765926916.7089188,btc-updown-15m-1765926900,1765926900.0,1765927800.0,1765926916.7089188,883.2910811901093,0.55,0.57,0.44,0.46,0.56,0.45,1.01,0.98,IDLE,False,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0.0,,0,0,False,False,240,240,0,0,0,100.0,0.0,,False,False,0,0.05,0.95,0.02,0.010000000000000009,True,False,,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0,0,,0,,0.0,0.0
1765926920.5162003,btc-updown-15m-1765926900,1765926900.0,1765927800.0,1765926920.5162003,879.4837996959686,0.55,0.56,0.44,0.46,0.55,0.45,1.0,0.98,IDLE,False,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0.0,,0,0,False,False,240,240,0,0,0,100.0,0.0,,False,False,0,0.05,0.95,0.02,0.0,True,True,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0,0,,0,,0.0,0.0
1765927014.6963794,btc-updown-15m-1765926900,1765926900.0,1765927800.0,,785.3036205768585,,,,,0,0,0.99,0.98,IDLE,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,Spread high 0.99 > 0.98,,,,,,,,0.0,0.0,,,,,0,0,,,Inv: 0.0/0.0 CapLeft: 10.0,,
1765927016.9038284,btc-updown-15m-1765926900,1765926900.0,1765927800.0,,783.0961716175079,,,,,0,0,0.99,0.98,IDLE,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,Spread high 0.99 > 0.98,,,,,,,,0.0,0.0,,,,,0,0,,,Inv: 0.0/0.0 CapLeft: 10.0,,
1765927020.762582,btc-updown-15m-1765926900,1765926900.0,1765927800.0,,779.2374179363251,,,,,0,0,0.99,0.98,IDLE,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,Spread high 0.99 > 0.98,,,,,,,,0.0,0.0,,,,,0,0,,,Inv: 0.0/0.0 CapLeft: 10.0,,
1765927024.6695564,btc-updown-15m-1765926900,1765926900.0,1765927800.0,,775.3304436206818,,,,,0,0,1.01,0.98,IDLE,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,Spread high 1.01 > 0.98,,,,,,,,0.0,0.0,,,,,0,0,,,Inv: 0.0/0.0 CapLeft: 10.0,,
