timestamp,slug,pnl,outcome,size,details
2025-12-15 22:06:20,xrp-updown-15m-1765836000,-10.35,UNWOUND,15,Unwound DOWN @ 0.00 (Entry 0.69)
2025-12-15 22:15:00,xrp-updown-15m-1765836000,0.0,SKIPPED,15,Market expired or preconditions not met
2025-12-15 22:15:32,xrp-updown-15m-1765836900,-5.7,UNWOUND,15,Unwound DOWN @ 0.00 (Entry 0.38)
2025-12-15 22:30:00,xrp-updown-15m-1765836900,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-15 22:30:29,xrp-updown-15m-1765837800,-6.3,UNWOUND,15,Unwound UP @ 0.00 (Entry 0.42)
2025-12-15 22:45:01,xrp-updown-15m-1765837800,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-15 23:00:00,xrp-updown-15m-1765838700,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-15 23:15:01,xrp-updown-15m-1765839600,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-15 23:30:01,xrp-updown-15m-1765840500,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-15 23:45:00,xrp-updown-15m-1765841400,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-16 00:00:00,xrp-updown-15m-1765842300,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-16 00:15:01,xrp-updown-15m-1765843200,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-16 00:30:01,xrp-updown-15m-1765844100,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
2025-12-16 00:45:00,xrp-updown-15m-1765845000,0.0,ORDERS_OPEN,15,Ended in state ORDERS_OPEN
