timestamp,p_yes,p_no,edge,vol,mispricing,q_yes,q_no,imbalance,cost_yes,cost_no,exposure,locked_profit,profit_if_up,profit_if_down,worst_case_pnl,decision_side,decision_usd,act,reason,scale_cooldown,order_in_flight,time_remaining
1765653600.4002779,0.42,0.59,-0.010000000000000009,0.16999999999999998,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.020 < 0.005,0,0,599.5997221469879
1765653602.4088535,0.4,0.65,-0.050000000000000044,0.25,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.100 < 0.005,0,0,597.5911464691162
1765653604.418682,0.37,0.64,-0.010000000000000009,0.27,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.020 < 0.005,0,0,595.5813179016113
1765653606.4293735,0.37,0.64,-0.010000000000000009,0.27,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.020 < 0.005,0,0,593.5706264972687
1765653608.4401877,0.37,0.64,-0.010000000000000009,0.27,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.020 < 0.005,0,0,591.5598123073578
1765653610.4488595,0.37,0.64,-0.010000000000000009,0.27,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.020 < 0.005,0,0,589.5511405467987
1765653612.4597213,0.37,0.65,-0.020000000000000018,0.28,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.040 < 0.005,0,0,587.540278673172
1765653614.469307,0.37,0.65,-0.020000000000000018,0.28,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.040 < 0.005,0,0,585.5306930541992
1765653616.4793313,0.37,0.65,-0.020000000000000018,0.28,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.040 < 0.005,0,0,583.5206687450409
1765653618.4887357,0.37,0.65,-0.020000000000000018,0.28,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.040 < 0.005,0,0,581.5112643241882
1765653620.4981182,0.37,0.65,-0.020000000000000018,0.28,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,HOLD,0.0,HOLD,hold:no_value net_edge=-0.040 < 0.005,0,0,579.5018818378448
