timestamp,p_yes,p_no,edge,vol,mispricing,q_yes,q_no,imbalance,cost_yes,cost_no,exposure,locked_profit,profit_if_up,profit_if_down,worst_case_pnl,decision_side,decision_usd,act,reason,scale_cooldown,order_in_flight
1765565945.521391,0.03,0.9800000000000001,-0.010000000000000009,0.9500000000000001,0.010000000000000009,0.0,0.0,0.0,3.0,0.0,0.0,-0.0,0.0,0.0,0.0,BUY_YES,3.0,BUY_YES,enter:cheap_yes e=-0.0100,0,0
1765565947.8131845,0.036181631791593796,0.99,-0.026181631791593718,0.9538183682084062,0.026181631791593718,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:cooldown_live,0,0
1765565949.8215342,0.062314540059347175,0.9536423841059603,-0.015956924165307473,0.891327844046613,0.015956924165307473,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:min_ticket_no>3.00,0,0
1765565959.0797942,0.03498542274052478,0.99,-0.024985422740524843,0.9550145772594753,0.024985422740524843,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:min_ticket_no>3.00,0,0
1765565961.8926427,0.04838709677419355,0.97,-0.01838709677419348,0.9216129032258065,0.01838709677419348,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:min_ticket_no>3.00,0,0
1765565963.9037793,0.04014559469007601,0.9800000000000001,-0.020145594690076152,0.939854405309924,0.020145594690076152,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:min_ticket_no>3.00,0,0
1765565965.9121823,0.02654867256637168,0.99,-0.016548672566371714,0.9634513274336283,0.016548672566371714,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:min_ticket_no>3.00,0,0
1765565972.1421156,0.02,0.99,-0.010000000000000009,0.97,0.010000000000000009,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:min_ticket_no>3.00,0,0
1765565976.0584686,0.02,0.99,-0.010000000000000009,0.97,0.010000000000000009,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:min_ticket_no>3.00,0,0
1765565978.0685296,0.02,0.99,-0.010000000000000009,0.97,0.010000000000000009,50.0,0.0,50.0,3.0,0.0,3.0,-3.0,47.0,-3.0,-3.0,HOLD,0.0,HOLD,hold:min_ticket_no>3.00,0,0
