timestamp,p_yes,p_no,edge,vol,mispricing,q_yes,q_no,imbalance,cost_yes,cost_no,exposure,locked_profit,profit_if_up,profit_if_down,worst_case_pnl,decision_side,decision_usd,act,reason,scale_cooldown,order_in_flight,time_remaining
1765634091.941227,0.79,0.23,-0.020000000000000018,0.56,0.020000000000000018,0.0,0.0,0.0,0.0,4.9998000000000005,0.0,-0.0,0.0,0.0,0.0,BUY_NO,5.0,BUY_NO,enter:cheap_no e=-0.0200,0,0,308.0587730407715
1765634098.8540347,0.79,0.23,-0.020000000000000018,0.56,0.020000000000000018,0.0,19.23,19.23,0.0,4.9998000000000005,4.9998000000000005,-4.9998000000000005,-4.9998000000000005,14.2302,-4.9998000000000005,HOLD,0.0,HOLD,hold:cooldown_live,0,0,301.1459653377533
1765634160.5237954,0.9399999999999998,0.07,-0.009999999999999787,0.8699999999999999,0.009999999999999787,0.0,38.46,38.46,0.0,9.999600000000001,9.999600000000001,-9.999600000000001,-9.999600000000001,28.4604,-9.999600000000001,HOLD,0.0,HOLD,[STOP] hard_stop_triggered adverse_move_no (avg=0.26 cur=0.07),0,0,239.47620463371277
1765634162.534084,0.95,0.07,-0.020000000000000018,0.8799999999999999,0.020000000000000018,0.0,38.46,38.46,0.0,9.999600000000001,9.999600000000001,-9.999600000000001,-9.999600000000001,28.4604,-9.999600000000001,HOLD,0.0,HOLD,[STOP] hard_stop_triggered adverse_move_no (avg=0.26 cur=0.07),0,0,237.46591591835022
1765634164.5411336,0.96,0.06,-0.020000000000000018,0.8999999999999999,0.020000000000000018,0.0,38.46,38.46,0.0,9.999600000000001,9.999600000000001,-9.999600000000001,-9.999600000000001,28.4604,-9.999600000000001,HOLD,0.0,HOLD,[STOP] hard_stop_triggered adverse_move_no (avg=0.26 cur=0.06),0,0,235.45886635780334
1765634166.5511932,0.96,0.06,-0.020000000000000018,0.8999999999999999,0.020000000000000018,0.0,38.46,38.46,0.0,9.999600000000001,9.999600000000001,-9.999600000000001,-9.999600000000001,28.4604,-9.999600000000001,HOLD,0.0,HOLD,[STOP] hard_stop_triggered adverse_move_no (avg=0.26 cur=0.06),0,0,233.4488067626953
1765634168.5606177,0.96,0.06,-0.020000000000000018,0.8999999999999999,0.020000000000000018,0.0,38.46,38.46,0.0,9.999600000000001,9.999600000000001,-9.999600000000001,-9.999600000000001,28.4604,-9.999600000000001,HOLD,0.0,HOLD,[STOP] hard_stop_triggered adverse_move_no (avg=0.26 cur=0.06),0,0,231.439382314682
1765634170.6118088,0.96,0.06,-0.020000000000000018,0.8999999999999999,0.020000000000000018,0.0,38.46,38.46,0.0,9.999600000000001,9.999600000000001,-9.999600000000001,-9.999600000000001,28.4604,-9.999600000000001,HOLD,0.0,HOLD,[STOP] hard_stop_triggered adverse_move_no (avg=0.26 cur=0.06),0,0,229.38819122314453
1765634172.6211658,0.96,0.05896612723579899,-0.018966127235799046,0.901033872764201,0.018966127235799046,0.0,38.46,38.46,0.0,9.999600000000001,9.999600000000001,-9.999600000000001,-9.999600000000001,28.4604,-9.999600000000001,HOLD,0.0,HOLD,[STOP] hard_stop_triggered adverse_move_no (avg=0.26 cur=0.06),0,0,227.3788342475891
1765634174.6306903,0.96,0.05896612723579899,-0.018966127235799046,0.901033872764201,0.018966127235799046,0.0,38.46,38.46,0.0,9.999600000000001,9.999600000000001,-9.999600000000001,-9.999600000000001,28.4604,-9.999600000000001,HOLD,0.0,HOLD,[STOP] hard_stop_triggered adverse_move_no (avg=0.26 cur=0.06),0,0,225.36930966377258
