time_utc,timestamp,side,price,size,usd_volume,q_yes,q_no,exposure,locked_pnl,tx_hash,outcome
2025-12-12T23:00:38,1765580438,NO,0.4959,20.0,9.918,0,20.0,9.918,-9.918,0x7f3dcb24208e52e5e91d5ec1a56a88b058829d779dda15c2dace49de73c596b3,down
2025-12-12T23:00:38,1765580438,NO,0.5,16.38,8.19,0,36.379999999999995,18.107999999999997,-18.107999999999997,0xd9d61b370d8bd552771831e45804fe583349c547728110ded3327a4f931168d5,down
2025-12-12T23:00:38,1765580438,NO,0.5,7.0,3.5,0,43.379999999999995,21.607999999999997,-21.607999999999997,0x3e8403739db1a801da9ced6b2123e9c453c82a44c0b7fad2e8b61a0f01dad84d,down
2025-12-12T23:00:38,1765580438,NO,0.5,17.12,8.56,0,60.5,30.168,-30.168,0xf211f589b1b91870887fe517fc824e030542c7e4618bd0d6c76271593e668b05,down
2025-12-12T23:00:38,1765580438,NO,0.45,10.0,4.5,0,70.5,34.668,-34.668,0xc4748eb0151d6799d9d67aac53b78169f87bad098e02cc911cad815ef155735d,down
2025-12-12T23:00:38,1765580438,NO,0.51,200.0,102.0,0,270.5,136.668,-136.668,0x8db578d6940a8c8c109f53593976505ba47eea01db3f7e84858c877f356dde72,down
2025-12-12T23:00:38,1765580438,NO,0.4699999672331106,9.765956,4.589999,0,280.265956,141.257999,-141.257999,0xce1835e2365f2d66c733c35acb778971b5cdc2adc47b7daae51624f35ac508f2,down
2025-12-12T23:00:38,1765580438,NO,0.5,16.86,8.43,0,297.12595600000003,149.68799900000002,-149.68799900000002,0xc402c5c90a081401b402fd0a7e4ab91b99fdcd3a0dec6dd45c005e6eebc95fa8,down
2025-12-12T23:00:38,1765580438,NO,0.4746166666666667,6.0,2.8477,0,303.12595600000003,152.53569900000002,-152.53569900000002,0xc1265500fe244c3e6470d3ce818e1286ff179a6854bb3f78a0e5884ce5e98498,down
2025-12-12T23:00:38,1765580438,NO,0.49,10.0,4.9,0,313.12595600000003,157.43569900000003,-157.43569900000003,0xc46864148710e6917b8cd371d999ce924cc37f3b3af356b1d0aafc604236be6e,down
2025-12-12T23:00:38,1765580438,NO,0.5,7.0,3.5,0,320.12595600000003,160.93569900000003,-160.93569900000003,0x5cd467e605c73f22d6d282a01d742caac9fbcf5ae70982e78163dec5f804b282,down
2025-12-12T23:00:38,1765580438,NO,0.46,24.33,11.191799999999999,0,344.455956,172.12749900000003,-172.12749900000003,0x27d47284f47903fd58afb0210ebffa867e46eeb83a112a91cb714a9bbb2cd6c8,down
2025-12-12T23:00:40,1765580440,NO,0.509999948392847,6.588234,3.359999,0,351.04419,175.48749800000002,-175.48749800000002,0x8dcb6a3b7161a40edf4305a108227841c3139f53d2f793a07a94c9e84f1299b7,down
2025-12-12T23:00:40,1765580440,NO,0.51,20.0,10.2,0,371.04419,185.687498,-185.687498,0x25b1c8e1649ea97a08efe1addbce7321de3262a1d7b39290d77ab42537bb4516,down
2025-12-12T23:00:40,1765580440,YES,0.5,14.0,7.0,14.0,371.04419,192.687498,-178.687498,0x5176c99e3bf94a045b4866a1560b619b0ce86941e22b4df9b45f559e39a2e8ce,up
2025-12-12T23:00:40,1765580440,NO,0.51,10.0,5.1,14.0,381.04419,197.787498,-183.787498,0x6e81b35ab51e3d43343709c7526790d421679577c397214f62063c4cc5ef6c1a,down
2025-12-12T23:00:40,1765580440,YES,0.5,40.0,20.0,54.0,381.04419,217.787498,-163.787498,0xb436ba8bf516fda926d26b6bd86618959c3fff46dae69fdba744d3f90b3f279a,up
2025-12-12T23:00:40,1765580440,NO,0.51,20.0,10.2,54.0,401.04419,227.987498,-173.987498,0xef24723fe62ccdd9b6e3f7af82362d9fc9c87bbdb557e99ff2093b0febd33747,down
2025-12-12T23:00:40,1765580440,NO,0.51,20.0,10.2,54.0,421.04419,238.18749799999998,-184.18749799999998,0x529dc5cccd1a92a2e639b08144d67a55d37fb9f1e5a7b21c13471d04d658169a,down
2025-12-12T23:00:40,1765580440,NO,0.5,200.0,100.0,54.0,621.0441900000001,338.187498,-284.187498,0x605b07d72d5bf09480d7291d4aa2feff7b021d2ee78ab76520c0e600c9c9b035,down
2025-12-12T23:00:40,1765580440,NO,0.51,10.0,5.1,54.0,631.0441900000001,343.287498,-289.287498,0x7fa1a983896654ad1f06018143b6bc785c20a03af4ebd675adee6438968da4f5,down
2025-12-12T23:00:40,1765580440,YES,0.5,2.14,1.07,56.14,631.0441900000001,344.357498,-288.21749800000003,0xeefbf0e4ad6ccdc0565e3142d940b878bdc4a42197155034d726583fa4a43cd7,up
