time_utc,timestamp,side,price,size,usd_volume,q_yes,q_no,exposure,locked_pnl,tx_hash,outcome
2025-12-13T00:59:34,1765587574,NO,0.5,4.0,2.0,0,4.0,2.0,-2.0,0x3706067e147f2682923adbb5b1053477fc7144bea0a260b243ef2cefb48a7fd2,down
2025-12-13T01:00:44,1765587644,YES,0.54,15.0,8.100000000000001,15.0,4.0,10.100000000000001,-6.100000000000001,0xb44aa6e777c81be6933c2d73ade8f0f6b7bd8943cdcc4e2bbb4e14e803c068eb,up
2025-12-13T01:00:48,1765587648,NO,0.47438202247191014,89.0,42.22,15.0,93.0,52.32,-37.32,0xfd75e8eaa1e03679687a7abac3ddf0f5f0b451750e17899d4b2dbc9cc26a1cac,down
2025-12-13T01:00:48,1765587648,YES,0.53,5.0,2.6500000000000004,20.0,93.0,54.97,-34.97,0x9226c0a81b1d36728d30e6dfa2d32556f043a9b0367241fa74d7d81f7270eca5,up
2025-12-13T01:00:48,1765587648,YES,0.5495878074218193,145.563635,79.999999,165.563635,93.0,134.969999,-41.969999,0x958afa11a07897017f1c1cab714b57514643fef69b4f537e153a75eaac7b3829,up
2025-12-13T01:00:50,1765587650,YES,0.5299999705555481,6.113206,3.239999,171.676841,93.0,138.209998,-45.20999800000001,0x55fcdc489fbc2cddf2f1b71207f26d54b2f45670918e239d964c861796e3ac53,up
2025-12-13T01:00:52,1765587652,NO,0.48,6.0,2.88,171.676841,99.0,141.089998,-42.08999800000001,0xbaba880cca1c8b48873e83d581d2e012ac7b1800feecb6bc423155b38fd51ae5,down
2025-12-13T01:00:52,1765587652,NO,0.48,89.0,42.72,171.676841,188.0,183.809998,-12.133157000000011,0x2926068051ccc01368c009dfe4b6fcc3845aa6d60cbbe3abc699ab57a984784e,down
2025-12-13T01:00:54,1765587654,NO,0.4897551217238915,490.040815,239.999999,171.676841,678.0408150000001,423.809997,-252.133156,0xa4481a25fa9372ee4e8eb63c768b6d74041f0095a470e5c6e750693b70ab8fc4,down
2025-12-13T01:00:58,1765587658,NO,0.49,6.0,2.94,171.676841,684.0408150000001,426.749997,-255.073156,0x968b7ca1a561358a80bcda3999d505642a9d26dd25f7861796b81f3c7610585b,down
2025-12-13T01:00:58,1765587658,YES,0.52,6.0,3.12,177.676841,684.0408150000001,429.869997,-252.19315600000002,0x23408dc35efd87dc1696e4f09b766de36e16d01d645b980c267e343f3f4bbad2,up
2025-12-13T01:01:00,1765587660,NO,0.49,10.0,4.9,177.676841,694.0408150000001,434.769997,-257.093156,0x82e8167456bc75bb320e884301cdf2b14efaae765229ae2f267e7e4b3768d20e,down
2025-12-13T01:01:02,1765587662,NO,0.48999998137999884,20.408162,9.999999,177.676841,714.448977,444.769996,-267.093155,0xb49e25d27f4f9bfdaf4e88484ecbba3fd3143df45c002e6c1fe8afc9741722f4,down
2025-12-13T01:01:04,1765587664,YES,0.52,6.0,3.12,183.676841,714.448977,447.889996,-264.21315500000003,0x73de4910ba3afed3a16c249d1938263935c610270702fe5d4f49e37d93cc4ca2,up
2025-12-13T01:01:04,1765587664,NO,0.49,15.0,7.35,183.676841,729.448977,455.239996,-271.56315500000005,0xd2742a2773c625bd4f4ac88f465d2f8587417ea36d03bb77e8477d35dd108223,down
2025-12-13T01:01:04,1765587664,NO,0.49,6.0,2.94,183.676841,735.448977,458.179996,-274.503155,0x46c685d0618184a933cdbf9cbae5506e0a8b5a6cdbbfc95cec6369e4536aa43a,down
2025-12-13T01:02:22,1765587742,YES,0.48,5.0,2.4,188.676841,735.448977,460.579996,-271.90315499999997,0xb2882f306f38e2fa35dbcfd686200281cbb09bf482bd6d7149727c9d32c59155,up
2025-12-13T01:02:22,1765587742,YES,0.48,6.0,2.88,194.676841,735.448977,463.459996,-268.78315499999997,0xed8a3d63173a2ce981a7dabf3fdd57af112161fd3ac50b777ce5f1f2c45d16e8,up
2025-12-13T01:02:24,1765587744,YES,0.48,6.0,2.88,200.676841,735.448977,466.339996,-265.66315499999996,0xc3c9e66aa686b602c6e7e30ef90b92b735c0fcf841e26ef87504b7806cff179d,up
2025-12-13T01:02:24,1765587744,YES,0.47999991724132224,2.416665,1.159999,203.093506,735.448977,467.499995,-264.406489,0x796982ee8cf6ff24f48dbcafb72bb5d35bd1577fd47f3c9c071c74029bafe1d6,up
2025-12-13T01:02:24,1765587744,YES,0.48,10.0,4.8,213.093506,735.448977,472.299995,-259.20648900000003,0x2591745c1f2e45844d521986322c6325bf34366b6c92a822fb5ebd7b59e41ded,up
2025-12-13T01:02:26,1765587746,YES,0.49,6.0,2.94,219.093506,735.448977,475.239995,-256.14648900000003,0xd1d54f8be1d81dcd70367955f48c6ce2367d3c831aa1a26e2b0cd5179dc1c088,up
2025-12-13T01:02:28,1765587748,YES,0.48999993119146973,4.795917,2.349999,223.889423,735.448977,477.58999400000005,-253.70057100000005,0x3e2eb2afbb68284d878a4227018ddb5cdfc9fe14e71af02f56dfd14c6da7f411,up
2025-12-13T01:02:30,1765587750,NO,0.5299999991166666,90.566036,47.999998999999995,223.889423,826.015013,525.589993,-301.7005700000001,0xd3c4393f61374d87320e6ab297ebd868094360687d3f0b7c9127d51e94310aab,down
2025-12-13T01:02:30,1765587750,YES,0.47180883871913687,6.104165,2.879999,229.993588,826.015013,528.469992,-298.47640400000006,0xdc8624ec3e66673b08231136c42a35e24721b9b39cfe23fa25b8de4c563859f4,up
2025-12-13T01:02:30,1765587750,YES,0.47,9.43,4.432099999999999,239.423588,826.015013,532.902092,-293.47850400000004,0x16e70ba4b33134d8e286bf5963540ac37c7cdc87e6835ec6ebeb44143f1ba7fe,up
2025-12-13T01:02:32,1765587752,NO,0.52,4.0,2.08,239.423588,830.015013,534.9820920000001,-295.5585040000001,0x4ae1ae87aecf1f85864b209e6feead0e4d32e82bb6c9663061c0651fd0e26cf4,down
2025-12-13T01:02:34,1765587754,YES,0.4857,100.0,48.57,339.423588,830.015013,583.5520920000001,-244.12850400000013,0x3475b45ea4cbae27dc87dea1a6ed4be19b5d66fb28e9edfd4013e2d1007bddb1,up
2025-12-13T01:03:54,1765587834,YES,0.6499999419641873,1.723074,1.119998,341.146662,830.015013,584.6720900000001,-243.52542800000015,0xc24ebdef4a6a7a7fd6eff7c9b5e2083f09b7817822850d412939becaaa818415,up
2025-12-13T01:03:54,1765587834,NO,0.36,5.0,1.7999999999999998,341.146662,835.015013,586.4720900000001,-245.3254280000001,0x20cd930ca32feaafe751c20f8513c7726c1cbb58233862e4bba6e6f800d90fde,down
2025-12-13T01:03:54,1765587834,NO,0.36,5.0,1.7999999999999998,341.146662,840.015013,588.27209,-247.12542800000006,0xf66daba95fda616dfac6fe42b41e1708e7a3493682e647c74de65f741dfa8820,down
2025-12-13T01:03:54,1765587834,YES,0.65,5.0,3.25,346.146662,840.015013,591.52209,-245.37542800000006,0x3826de05de15e9c9840b6e74ce95b5ff47d991754de2dfa2b0f26737925c5722,up
