time_utc,timestamp,market_offset,side,price,size,usd_volume,market_slug,local_q_yes,local_q_no,local_exposure,local_locked_pnl,GLOBAL_EXPOSURE_ALL_MKTS
2025-12-12T19:55:35,1765569335,0,YES,0.8699999959454046,17.264361,15.019994000000002,btc-updown-15m-1765568700,1161.5505960000003,1133.789699,1169.044564,-35.25486500000011,1169.044564
2025-12-12T19:55:35,1765569335,0,YES,0.87,14.0,12.18,btc-updown-15m-1765568700,1175.5505960000003,1133.789699,1181.224564,-47.43486500000017,1181.224564
2025-12-12T19:55:37,1765569337,0,NO,0.13,33.01,4.2913,btc-updown-15m-1765568700,1175.5505960000003,1166.799699,1185.5158640000002,-18.716165000000274,1185.5158640000002
2025-12-12T19:55:37,1765569337,0,NO,0.13,6.25,0.8125,btc-updown-15m-1765568700,1175.5505960000003,1173.049699,1186.3283640000002,-13.278665000000274,1186.3283640000002
2025-12-12T19:55:37,1765569337,0,YES,0.88,3.0,2.64,btc-updown-15m-1765568700,1178.5505960000003,1173.049699,1188.9683640000003,-15.918665000000374,1188.9683640000003
2025-12-12T19:55:37,1765569337,0,YES,0.8699999914789406,11.73563,10.209998,btc-updown-15m-1765568700,1190.2862260000002,1173.049699,1199.1783620000003,-26.128663000000415,1199.1783620000003
2025-12-12T19:55:39,1765569339,0,NO,0.12,5.0,0.6,btc-updown-15m-1765568700,1190.2862260000002,1178.049699,1199.7783620000002,-21.728663000000324,1199.7783620000002
2025-12-12T19:55:39,1765569339,0,YES,0.889999999011111,101.12359,89.999995,btc-updown-15m-1765568700,1291.409816,1178.049699,1289.7783570000001,-111.72865800000022,1289.7783570000001
2025-12-12T19:55:39,1765569339,0,NO,0.12,5.0,0.6,btc-updown-15m-1765568700,1291.409816,1183.049699,1290.378357,-107.32865800000013,1290.378357
2025-12-12T19:55:41,1765569341,0,YES,0.89,14.0,12.46,btc-updown-15m-1765568700,1305.409816,1183.049699,1302.838357,-119.78865800000017,1302.838357
2025-12-12T19:55:41,1765569341,0,YES,0.89,3.0337,2.699993,btc-updown-15m-1765568700,1308.443516,1183.049699,1305.53835,-122.48865100000012,1305.53835
2025-12-12T19:55:41,1765569341,0,NO,0.12,5.33,0.6396,btc-updown-15m-1765568700,1308.443516,1188.3796989999998,1306.17795,-117.79825100000016,1306.17795
2025-12-12T19:55:41,1765569341,0,YES,0.865,30.0,25.95,btc-updown-15m-1765568700,1338.443516,1188.3796989999998,1332.12795,-143.7482510000002,1332.12795
2025-12-12T19:55:43,1765569343,0,YES,0.86,6.0,5.16,btc-updown-15m-1765568700,1344.443516,1188.3796989999998,1337.2879500000001,-148.9082510000003,1337.2879500000001
2025-12-12T19:55:43,1765569343,0,NO,0.13999993325580698,12.285713,1.719999,btc-updown-15m-1765568700,1344.443516,1200.6654119999998,1339.007949,-138.34253700000022,1339.007949
2025-12-12T19:55:45,1765569345,0,NO,0.15,8.33,1.2495,btc-updown-15m-1765568700,1344.443516,1208.9954119999998,1340.257449,-131.2620370000002,1340.257449
2025-12-12T19:55:45,1765569345,0,NO,0.14399995439999544,16.666665,2.3999989999999998,btc-updown-15m-1765568700,1344.443516,1225.6620769999997,1342.657448,-116.9953710000002,1342.657448
2025-12-12T19:55:45,1765569345,0,YES,0.87,3.0,2.61,btc-updown-15m-1765568700,1347.443516,1225.6620769999997,1345.2674479999998,-119.6053710000001,1345.2674479999998
2025-12-12T19:55:45,1765569345,0,YES,0.859999535599322,1.162789,0.999998,btc-updown-15m-1765568700,1348.606305,1225.6620769999997,1346.2674459999998,-120.60536900000011,1346.2674459999998
2025-12-12T19:55:45,1765569345,0,NO,0.13,2.0,0.26,btc-updown-15m-1765568700,1348.606305,1227.6620769999997,1346.5274459999998,-118.8653690000001,1346.5274459999998
2025-12-12T19:55:47,1765569347,0,YES,0.849999995749999,23.529406,19.999995000000002,btc-updown-15m-1765568700,1372.1357110000001,1227.6620769999997,1366.5274409999997,-138.865364,1366.5274409999997
2025-12-12T19:55:49,1765569349,0,YES,0.84,21.0,17.64,btc-updown-15m-1765568700,1393.1357110000001,1227.6620769999997,1384.1674409999998,-156.5053640000001,1384.1674409999998
2025-12-12T19:55:49,1765569349,0,YES,0.8478802609809619,23.588234,19.999997999999998,btc-updown-15m-1765568700,1416.7239450000002,1227.6620769999997,1404.1674389999998,-176.5053620000001,1404.1674389999998
2025-12-12T19:55:49,1765569349,0,YES,0.85,21.41,18.1985,btc-updown-15m-1765568700,1438.1339450000003,1227.6620769999997,1422.3659389999998,-194.70386200000007,1422.3659389999998
2025-12-12T19:55:49,1765569349,0,YES,0.84,3.571425,2.999997,btc-updown-15m-1765568700,1441.7053700000004,1227.6620769999997,1425.3659359999997,-197.70385899999997,1425.3659359999997
2025-12-12T19:55:51,1765569351,0,NO,0.15,10.59,1.5885,btc-updown-15m-1765568700,1441.7053700000004,1238.2520769999996,1426.9544359999998,-188.70235900000011,1426.9544359999998
2025-12-12T19:55:51,1765569351,0,NO,0.15,10.0,1.5,btc-updown-15m-1765568700,1441.7053700000004,1248.2520769999996,1428.4544359999998,-180.20235900000011,1428.4544359999998
2025-12-12T19:55:51,1765569351,0,NO,0.15,18.0,2.6999999999999997,btc-updown-15m-1765568700,1441.7053700000004,1266.2520769999996,1431.1544359999998,-164.90235900000016,1431.1544359999998
2025-12-12T19:55:53,1765569353,0,NO,0.14999993983956414,12.466665,1.869999,btc-updown-15m-1765568700,1441.7053700000004,1278.7187419999996,1433.0244349999998,-154.30569300000025,1433.0244349999998
2025-12-12T19:55:59,1765569359,0,YES,0.85,5.0,4.25,btc-updown-15m-1765568700,1446.7053700000004,1278.7187419999996,1437.2744349999998,-158.55569300000025,1437.2744349999998
2025-12-12T19:56:01,1765569361,0,YES,0.84,17.0,14.28,btc-updown-15m-1765568700,1463.7053700000004,1278.7187419999996,1451.5544349999998,-172.83569300000022,1451.5544349999998
2025-12-12T19:56:01,1765569361,0,NO,0.16,11.0,1.76,btc-updown-15m-1765568700,1463.7053700000004,1289.7187419999996,1453.3144349999998,-163.5956930000002,1453.3144349999998
2025-12-12T19:56:01,1765569361,0,YES,0.84,17.0,14.28,btc-updown-15m-1765568700,1480.7053700000004,1289.7187419999996,1467.5944349999997,-177.87569300000018,1467.5944349999997
2025-12-12T19:56:01,1765569361,0,YES,0.84,13.0,10.92,btc-updown-15m-1765568700,1493.7053700000004,1289.7187419999996,1478.5144349999998,-188.79569300000026,1478.5144349999998
2025-12-12T19:56:01,1765569361,0,YES,0.84,17.0,14.28,btc-updown-15m-1765568700,1510.7053700000004,1289.7187419999996,1492.7944349999998,-203.07569300000023,1492.7944349999998
2025-12-12T19:56:01,1765569361,0,YES,0.84,15.0,12.6,btc-updown-15m-1765568700,1525.7053700000004,1289.7187419999996,1505.3944349999997,-215.67569300000014,1505.3944349999997
2025-12-12T19:56:03,1765569363,0,YES,0.85,1.47,1.2495,btc-updown-15m-1765568700,1527.1753700000004,1289.7187419999996,1506.6439349999996,-216.92519300000004,1506.6439349999996
2025-12-12T19:56:03,1765569363,0,YES,0.849999995749999,23.529406,19.999995000000002,btc-updown-15m-1765568700,1550.7047760000005,1289.7187419999996,1526.6439299999995,-236.92518799999993,1526.6439299999995
2025-12-12T19:56:05,1765569365,0,NO,0.14705882352941177,34.0,5.0,btc-updown-15m-1765568700,1550.7047760000005,1323.7187419999996,1531.6439299999995,-207.92518799999993,1531.6439299999995
2025-12-12T19:56:05,1765569365,0,YES,0.86,10.0,8.6,btc-updown-15m-1765568700,1560.7047760000005,1323.7187419999996,1540.2439299999994,-216.52518799999984,1540.2439299999994
2025-12-12T19:56:07,1765569367,0,YES,0.88,1.625,1.43,btc-updown-15m-1765568700,1562.3297760000005,1323.7187419999996,1541.6739299999995,-217.9551879999999,1541.6739299999995
2025-12-12T19:56:07,1765569367,0,YES,0.87,2.74,2.3838000000000004,btc-updown-15m-1765568700,1565.0697760000005,1323.7187419999996,1544.0577299999995,-220.33898799999997,1544.0577299999995
2025-12-12T19:56:07,1765569367,0,YES,0.88,1.625,1.43,btc-updown-15m-1765568700,1566.6947760000005,1323.7187419999996,1545.4877299999996,-221.76898800000004,1545.4877299999996
2025-12-12T19:56:07,1765569367,0,NO,0.129999936511622,13.230768,1.719999,btc-updown-15m-1765568700,1566.6947760000005,1336.9495099999995,1547.2077289999995,-210.25821900000005,1547.2077289999995
2025-12-12T19:56:07,1765569367,0,YES,0.89,20.0,17.8,btc-updown-15m-1765568700,1586.6947760000005,1336.9495099999995,1565.0077289999995,-228.058219,1565.0077289999995
2025-12-12T19:56:07,1765569367,0,YES,0.88,36.0,31.68,btc-updown-15m-1765568700,1622.6947760000005,1336.9495099999995,1596.6877289999995,-259.7382190000001,1596.6877289999995
2025-12-12T19:56:07,1765569367,0,YES,0.8745883968357392,285.84875,250.0,btc-updown-15m-1765568700,1908.5435260000004,1336.9495099999995,1846.6877289999995,-509.7382190000001,1846.6877289999995
2025-12-12T19:56:09,1765569369,0,YES,0.89,5.43,4.8327,btc-updown-15m-1765568700,1913.9735260000004,1336.9495099999995,1851.5204289999995,-514.570919,1851.5204289999995
2025-12-12T19:56:09,1765569369,0,YES,0.889999999011111,20.224718,17.999999,btc-updown-15m-1765568700,1934.1982440000004,1336.9495099999995,1869.5204279999994,-532.5709179999999,1869.5204279999994
2025-12-12T19:56:09,1765569369,0,YES,0.88,10.44,9.187199999999999,btc-updown-15m-1765568700,1944.6382440000004,1336.9495099999995,1878.7076279999994,-541.758118,1878.7076279999994
2025-12-12T19:56:11,1765569371,0,YES,0.89,25.0,22.25,btc-updown-15m-1765568700,1969.6382440000004,1336.9495099999995,1900.9576279999994,-564.008118,1900.9576279999994
2025-12-12T19:56:11,1765569371,0,YES,0.91,32.0,29.12,btc-updown-15m-1765568700,2001.6382440000004,1336.9495099999995,1930.0776279999993,-593.1281179999999,1930.0776279999993
2025-12-12T19:56:11,1765569371,0,YES,0.9,45.99,41.391000000000005,btc-updown-15m-1765568700,2047.6282440000004,1336.9495099999995,1971.4686279999994,-634.5191179999999,1971.4686279999994
2025-12-12T19:56:11,1765569371,0,YES,0.92,11.0,10.120000000000001,btc-updown-15m-1765568700,2058.6282440000004,1336.9495099999995,1981.5886279999993,-644.6391179999998,1981.5886279999993
2025-12-12T19:56:13,1765569373,0,YES,0.92,54.347825,49.999999,btc-updown-15m-1765568700,2112.9760690000003,1336.9495099999995,2031.5886269999992,-694.6391169999997,2031.5886269999992
2025-12-12T19:56:13,1765569373,0,YES,0.91,32.0,29.12,btc-updown-15m-1765568700,2144.9760690000003,1336.9495099999995,2060.708626999999,-723.7591169999996,2060.708626999999
2025-12-12T19:56:13,1765569373,0,NO,0.09523809523809523,10.5,1.0,btc-updown-15m-1765568700,2144.9760690000003,1347.4495099999995,2061.708626999999,-714.2591169999996,2061.708626999999
2025-12-12T19:56:13,1765569373,0,NO,0.1,10.0,1.0,btc-updown-15m-1765568700,2144.9760690000003,1357.4495099999995,2062.708626999999,-705.2591169999996,2062.708626999999
2025-12-12T19:56:13,1765569373,0,NO,0.1,25.0,2.5,btc-updown-15m-1765568700,2144.9760690000003,1382.4495099999995,2065.208626999999,-682.7591169999996,2065.208626999999
2025-12-12T19:56:15,1765569375,0,YES,0.91,20.0,18.2,btc-updown-15m-1765568700,2164.9760690000003,1382.4495099999995,2083.408626999999,-700.9591169999994,2083.408626999999
2025-12-12T19:56:15,1765569375,0,YES,0.91,10.0,9.1,btc-updown-15m-1765568700,2174.9760690000003,1382.4495099999995,2092.508626999999,-710.0591169999993,2092.508626999999
2025-12-12T19:56:15,1765569375,0,YES,0.91,5.4945,4.999995,btc-updown-15m-1765568700,2180.470569,1382.4495099999995,2097.508621999999,-715.0591119999995,2097.508621999999
2025-12-12T19:56:15,1765569375,0,YES,0.9099999919110932,2.472522,2.2499949999999997,btc-updown-15m-1765568700,2182.943091,1382.4495099999995,2099.758616999999,-717.3091069999996,2099.758616999999
2025-12-12T19:56:15,1765569375,0,NO,0.1,30.0,3.0,btc-updown-15m-1765568700,2182.943091,1412.4495099999995,2102.758616999999,-690.3091069999996,2102.758616999999
2025-12-12T19:56:15,1765569375,0,NO,0.08,4.0,0.32,btc-updown-15m-1765568700,2182.943091,1416.4495099999995,2103.078616999999,-686.6291069999997,2103.078616999999
2025-12-12T19:56:15,1765569375,0,YES,0.91,7.5,6.825,btc-updown-15m-1765568700,2190.443091,1416.4495099999995,2109.903616999999,-693.4541069999996,2109.903616999999
2025-12-12T19:56:17,1765569377,0,YES,0.93,45.43,42.249900000000004,btc-updown-15m-1765568700,2235.873091,1416.4495099999995,2152.153516999999,-735.7040069999994,2152.153516999999
2025-12-12T19:56:17,1765569377,0,YES,0.9199999999591111,978.260862,899.9999929999999,btc-updown-15m-1765568700,3214.133953,1416.4495099999995,3052.1535099999987,-1635.7039999999993,3052.1535099999987
2025-12-12T19:56:17,1765569377,0,YES,0.92,366.73,337.39160000000004,btc-updown-15m-1765568700,3580.863953,1416.4495099999995,3389.5451099999987,-1973.0955999999992,3389.5451099999987
